band_name,study_city_label,claimed_formation_place,origin_review_status,origin_alignment,origin_evidence_url,origin_confidence,spotify_id,spotify_name_prior,spotify_expected_name,musicbrainz_id,wikidata_id,catalogue_source,selection_source,notes,uk_population_rank,fua_code,official_fua_name,population_year,population,territorial_definition,source_dataset_url,catalogue_review_ready,band,city,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access
Venom,Newcastle,Newcastle upon Tyne,reviewed,exact,https://www.wikidata.org/wiki/Q192861,high,5fwaejlOHVBAw1KhIPPaQe,,Venom,,Q192861,top-20 city candidate review,Wikidata and MusicBrainz,,7,UK013F,Newcastle upon Tyne,2024,1221203,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Venom,Newcastle,Venom,203523,617815,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
ABC,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/87199477-b0df-4ead-84ee-9b54b4abfc3d,high,2s79xe5F6eUQkjwjww27Fh,ABC,ABC,87199477-b0df-4ead-84ee-9b54b4abfc3d,,reused balanced 100-band catalogue,agent_addition,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,ABC,Sheffield,ABC,1028147,431631,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Ace,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/241a85e3-da78-437e-a511-c18c14792ccc,high,6QNkSI0c63lCTNXpHDBiqP,Ace,Ace,241a85e3-da78-437e-a511-c18c14792ccc,,reused balanced 100-band catalogue,popularity_first_replacement,Replaces Cabaret Voltaire after comparison with the audited popularity-first catalogue.,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Ace,Sheffield,Ace,1026309,40060,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Arctic Monkeys,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,high,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,Arctic Monkeys,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,,reused balanced 100-band catalogue,existing_shortlist,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Arctic Monkeys,Sheffield,Arctic Monkeys,52301870,35028298,61,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Bring Me The Horizon,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/074e3847-f67f-49f9-81f1-8c8cea147e8e,high,1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,Bring Me The Horizon,074e3847-f67f-49f9-81f1-8c8cea147e8e,,reused balanced 100-band catalogue,existing_shortlist,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Bring Me The Horizon,Sheffield,Bring Me The Horizon,13707032,7131475,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Def Leppard,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/7249b899-8db8-43e7-9e6e-22f1e736024e,high,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Def Leppard,7249b899-8db8-43e7-9e6e-22f1e736024e,,reused balanced 100-band catalogue,existing_shortlist,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Def Leppard,Sheffield,Def Leppard,10792689,6056540,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Moloko,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/2f94016a-3880-4d8c-9af9-0e197ee77189,high,4aaBjq7VqqQvpSF69GglvO,Moloko,Moloko,2f94016a-3880-4d8c-9af9-0e197ee77189,,reused balanced 100-band catalogue,agent_addition,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Moloko,Sheffield,Moloko,2507932,516418,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Pulp,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/76b2e842-5e85-4c97-ab62-d5bc315595b5,high,36E7oYfz3LLRto6l2WmDcD,Pulp,Pulp,76b2e842-5e85-4c97-ab62-d5bc315595b5,,reused balanced 100-band catalogue,existing_shortlist,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Pulp,Sheffield,Pulp,2830863,1164307,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Human League,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/7adaabfb-acfb-47bc-8c7c-59471c2f0db8,high,1aX2dmV8XoHYCOQRxjPESG,The Human League,The Human League,7adaabfb-acfb-47bc-8c7c-59471c2f0db8,,reused balanced 100-band catalogue,existing_shortlist,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Human League,Sheffield,The Human League,6085844,1370364,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Last Shadow Puppets,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/8a3e1c4f-59a8-457a-826c-fe961419a8ae,high,2Z7UcsdweVlRbAk5wH5fsf,The Last Shadow Puppets,The Last Shadow Puppets,8a3e1c4f-59a8-457a-826c-fe961419a8ae,,reused balanced 100-band catalogue,popularity_first_replacement,Replaces Heaven 17 after comparison with the audited popularity-first catalogue.,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Last Shadow Puppets,Sheffield,The Last Shadow Puppets,1305891,1251280,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Thompson Twins,Sheffield,Sheffield,reviewed,existing_catalogue,https://musicbrainz.org/artist/228af6b5-f691-4ed2-a63b-10cc6fcc1144,high,5jVeqi3PNaTOajfvBa4uFn,Thompson Twins,Thompson Twins,228af6b5-f691-4ed2-a63b-10cc6fcc1144,,reused balanced 100-band catalogue,agent_addition,,8,UK010F,Sheffield,2024,1217504,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Thompson Twins,Sheffield,Thompson Twins,2069490,750750,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Fuck Buttons,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/f4640b20-b76b-40d3-9ffc-a38b6718b273,high,6tCENAD2FBfIMyygJMeOJV,Fuck Buttons,Fuck Buttons,f4640b20-b76b-40d3-9ffc-a38b6718b273,,reused balanced 100-band catalogue,agent_addition,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Fuck Buttons,Bristol,Fuck Buttons,23928,63138,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Idles,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/be465d4f-c28d-4ba1-94ab-ebaada7db8af,high,75mafsNqNE1WSEVxIKuY5C,IDLES,IDLES,be465d4f-c28d-4ba1-94ab-ebaada7db8af,,reused balanced 100-band catalogue,existing_shortlist,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Idles,Bristol,IDLES,1060008,893225,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Kosheen,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/4f4bda3c-d636-4135-b65a-6cc26bc75788,high,5squ8uM6fhMQY71t9xobJC,Kosheen,Kosheen,4f4bda3c-d636-4135-b65a-6cc26bc75788,,reused balanced 100-band catalogue,existing_shortlist,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Kosheen,Bristol,Kosheen,1391320,161015,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Massive Attack,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,high,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,Massive Attack,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,,reused balanced 100-band catalogue,existing_shortlist,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Massive Attack,Bristol,Massive Attack,8692931,2943616,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Portishead,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,high,6liAMWkVf5LH7YR9yfFy1Y,Portishead,Portishead,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,,reused balanced 100-band catalogue,existing_shortlist,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Portishead,Bristol,Portishead,5958911,2540792,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Roni Size / Reprazent,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/45e00f0f-f52b-4db8-a480-cf87b71c4800,high,0QJsUBH0PcoT2fYI1F1Oee,Roni Size Reprazent,Roni Size / Reprazent,45e00f0f-f52b-4db8-a480-cf87b71c4800,,reused balanced 100-band catalogue,agent_addition,Formally eligible named group; drum-and-bass editorial review.,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Roni Size / Reprazent,Bristol,Roni Size Reprazent,306,1053,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Smith & Mighty,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/47cfcf6b-44d5-4a8d-ad12-47722c88468c,high,5fegFJAeq9eItFZf8oPIin,Smith & Mighty,Smith & Mighty,47cfcf6b-44d5-4a8d-ad12-47722c88468c,,reused balanced 100-band catalogue,eligibility_replacement,Replaces solo artist Tricky in the independent scene-depth catalogue.,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Smith & Mighty,Bristol,Smith & Mighty,50307,13250,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Blue Aeroplanes,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/935295a6-8b6c-4de6-819c-da5113dac8fc,high,4MTSrVgHNfGtYV9pek8vY5,The Blue Aeroplanes,The Blue Aeroplanes,935295a6-8b6c-4de6-819c-da5113dac8fc,,reused balanced 100-band catalogue,agent_addition,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Blue Aeroplanes,Bristol,The Blue Aeroplanes,16407,13722,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
The Pop Group,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/4c9f194e-6235-475a-bf7b-2fd54a0879ec,high,3fBmq4xVcd346QvErp6fko,The Pop Group,The Pop Group,4c9f194e-6235-475a-bf7b-2fd54a0879ec,,reused balanced 100-band catalogue,agent_addition,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,The Pop Group,Bristol,The Pop Group,12022,34565,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Way Out West,Bristol,Bristol,reviewed,existing_catalogue,https://musicbrainz.org/artist/2c2a80cf-193d-4be6-992e-311428085474,high,3HghjRl8Mo6OJWG0WElY2z,Way Out West,Way Out West,2c2a80cf-193d-4be6-992e-311428085474,,reused balanced 100-band catalogue,agent_addition,,9,UK011F,Bristol,2024,1025309,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Way Out West,Bristol,Way Out West,183677,50191,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Cornershop,Leicester,Leicester,reviewed,exact,https://www.wikidata.org/wiki/Q1134101,high,3Kf7VEIRWquxrNIuyJZnfF,,Cornershop,,Q1134101,top-20 city candidate review,Wikidata and MusicBrainz,,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Cornershop,Leicester,Cornershop,920853,85161,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Crazyhead,Leicester,Leicester,reviewed,exact,https://www.wikidata.org/wiki/Q950290,high,3gGaQo8fmPTSYUtiwwaBCF,,Crazyhead,,Q950290,top-20 city candidate review,Wikidata and MusicBrainz,,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Crazyhead,Leicester,Crazyhead,834,1168,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Diesel Park West,Leicester,Leicester,reviewed,exact,https://musicbrainz.org/artist/5fb75d1b-7841-4623-8e5d-825468b75850,high,0GErzC8ZI8EEGJ01vAbNCX,Diesel Park West,Diesel Park West,5fb75d1b-7841-4623-8e5d-825468b75850,,top-20 city candidate review,editorial candidate,,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Diesel Park West,Leicester,Diesel Park West,4789,2145,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Family,Leicester,Leicester,reviewed,exact,https://musicbrainz.org/artist/7745d370-9cf1-41be-916c-9c8d2e502628,high,0FtsBt4gg67x9q0CS5FhB6,Family,Family,7745d370-9cf1-41be-916c-9c8d2e502628,,top-20 city candidate review,editorial candidate,Ambiguous artist name requires an explicit Spotify identifier.,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Family,Leicester,Family,11707,16653,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Gaye Bykers on Acid,Leicester,Leicester,reviewed,exact,https://musicbrainz.org/artist/a3186bd5-e233-4118-8e30-015fd0a610a0,high,1JK7CE0ig3GPpTVIzFMgfJ,Gaye Bykers on Acid,Gaye Bykers on Acid,a3186bd5-e233-4118-8e30-015fd0a610a0,,top-20 city candidate review,editorial candidate,,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Gaye Bykers on Acid,Leicester,Gaye Bykers On Acid,799,2981,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Kasabian,Leicester,Leicester,reviewed,exact,https://www.wikidata.org/wiki/Q272517,high,11wRdbnoYqRddKBrpHt4Ue,,Kasabian,,Q272517,top-20 city candidate review,Wikidata and MusicBrainz,,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Kasabian,Leicester,Kasabian,3649101,1926968,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Maybeshewill,Leicester,Leicester,reviewed,exact,https://www.wikidata.org/wiki/Q545593,high,33qUIIydEBgWpe58IA0o61,,Maybeshewill,,Q545593,top-20 city candidate review,Wikidata and MusicBrainz,,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Maybeshewill,Leicester,Maybeshewill,5414,95611,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Prolapse,Leicester,Leicester,reviewed,exact,https://prolapse2.bandcamp.com/,high,2fXWTI5Hz7wg05oRqDLBwg,Prolapse,Prolapse,4b8cb083-b59a-43d6-a4e8-6bf089430b17,,top-20 city candidate review,manual identity and origin review,Official Bandcamp identifies Leicester formation.,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Prolapse,Leicester,Prolapse,1986,3893,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
Showaddywaddy,Leicester,Leicester,reviewed,exact,https://www.showaddywaddy.net/biogs/history.html,high,3zIIUxcnIoUMouVQdphkeC,,Showaddywaddy,,Q731797,top-20 city candidate review,manual origin review,The band's official history identifies Leicester formation.,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,Showaddywaddy,Leicester,Showaddywaddy,178641,93848,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
hard life,Leicester,Leicester,reviewed,exact,https://www.allmusic.com/artist/hard-life-mn0004837245,high,7uwY65fDg3FVJ8MkJ5QuZK,,hard life,,,top-20 city candidate review,manual identity and origin review,AllMusic identifies Leicester formation; the same act previously released as Easy Life.,10,UK014F,Leicester,2024,967988,OECD/EU Functional Urban Area,https://data-explorer.oecd.org/vis?df%5Bag%5D=OECD.CFE.EDS&df%5Bds%5D=dsDisseminateFinalDMZ&df%5Bid%5D=DSD_FUA_DEMO%40DF_AGE_SEX&lc=en,True,hard life,Leicester,hard life,664952,342751,0,2026-07-18T20:40:00.993779+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint
